City,name,address,latitude,longitude,category,closed,avg_rating,num_of_reviews
DELAND,Wrap It Up,"Wrap It Up, 101 N Woodland Blvd #101, DeLand, FL 32720",29.03125,-81.3125,Restaurant,0,4,88
DELAND,Einstein Bros. Bagels,"Einstein Bros. Bagels, 421 N Woodland Blvd, DeLand, FL 32723",29.03125,-81.3125,Bagel shopBakeryBreakfast restaurantCafeCoffee shop,0,3,18
SARASOTA,Jimmy John's,"Jimmy John's, 83 N Cattlemen Rd, Sarasota, FL 34243",27.390625,-82.4375,Sandwich shopCatererFast food restaurantDelivery RestaurantTakeout Restaurant,0,3,87
MIAMI BEACH,Cafe Bonjour,"Cafe Bonjour, 865 Collins Ave, Miami Beach, FL 33139",25.78125,-80.125,Sandwich shopTakeout RestaurantRestaurant,0,3,55
TAVERNIER,Subway,"Subway, 91200 Overseas Hwy #5, Tavernier, FL 33070",25.0,-80.5,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,2,38
HOLIDAY,Wawa,"Wawa, 1929 US-19, Holiday, FL 34691",28.1875,-82.75,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,0,4,128
PONTE VEDRA,Dunkin',"Dunkin', 641 Crosswater Parkway Ste A, Ponte Vedra Beach, FL 32081",30.109375,-81.4375,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,4,133
JACKSONVILLE,Little China Restaurant,"Little China Restaurant, 11018 Old St Augustine Rd #1080, Jacksonville, FL 32257",30.171875,-81.625,Chinese restaurant,0,3,78
WINTER SPRINGS,Starbucks,"Starbucks, 1220 E State Rd 434, Winter Springs, FL 32708",28.703125,-81.25,Coffee shopRestaurant,0,4,172
FROSTPROOF,Hungry Howie's Pizza,"Hungry Howie's Pizza, 201 S Scenic Hwy, Frostproof, FL 33843",27.75,-81.5,Pizza restaurantCatererFast food restaurantItalian restaurantPizza deliveryPizza TakeoutRestaurantSalad shopSandwich shop,0,3,118
POLK CITY,Shell,"Shell, 1821 FL-559, Polk City, FL 33868",28.15625,-81.8125,Gas stationATMConvenience storeRestaurant,0,2,18
FORT LAUDERDALE,Subway,"Subway, 975 South, SW 24th St, Fort Lauderdale, FL 33315",26.09375,-80.125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,183
RIVERVIEW,Wendy's,"Wendy's, 3906 South Us Hwy 301, Riverview, FL 33578",27.90625,-82.375,Fast food restaurantBreakfast restaurant,0,3,68
MIAMI,KONOS,"KONOS, 1300 Brickell Bay Dr, unit #CU2, Miami, FL 33131",25.765625,-80.1875,Ice cream shopBakeryBreakfast restaurantBrunch restaurantCoffee shopJuice shopLunch restaurantPastry shopWine bar,0,4,118
TAMPA,Thorntons,"Thorntons, 4103 Gunn Hwy, Tampa, FL 33618",28.046875,-82.5,Convenience storeATMBreakfast restaurantCoffee shopDonut shopGas stationLiquor storeLottery retailerSandwich shopSoft drinks shop,0,3,72
PENSACOLA,Domino's Pizza,"Domino's Pizza, 1001 E 9 Mile Rd, Pensacola, FL 32514",30.53125,-87.25,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,4,248
MIAMI,Shell,"Shell, 5402 Biscayne Blvd, Miami, FL 33137",25.828125,-80.1875,Gas stationATMConvenience storeRestaurant,0,3,38
BOYNTON BEACH,Subway,"Subway, 6651 Woolbright Rd Bay 132, Boynton Beach, FL 33437",26.515625,-80.125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,58
MIAMI,Blaze Pizza,"Blaze Pizza, 12305 SW 137th Ave Suite 306, Miami, FL 33186",25.65625,-80.4375,Pizza restaurantFamily restaurantPizza Takeout,0,4,308
MIAMI,Papa John's Pizza,"Papa John's Pizza, 15900 SW 137th Ave, Miami, FL 33177",25.625,-80.4375,Pizza restaurant,0,3,187
MIAMI,Au Bon Pain,"Au Bon Pain, 6200 SW 73rd St, Miami, FL 33143",25.703125,-80.3125,Sandwich shopCafeCatererPastry shopSoup shop,0,3,18
TAMPA,Villa Pizza,"Villa Pizza, 8001 Citrus Park Town Centre Mall, Tampa, FL 33625",28.0625,-82.5625,Pizza restaurantCatererItalian restaurantPasta shopRestaurantSalad shop,0,4,35
YULEE,Subway,"Subway, 462487 State Rd 200 W, Yulee, FL 32097",30.625,-81.625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,65
WEST PALM BEACH,Restaurant Warehouse,"Restaurant Warehouse, 941 N Military Trl, West Palm Beach, FL 33415",26.6875,-80.125,Restaurant supply storeCommercial refrigerator supplierKitchen supply store,0,4,8
TAMPA,Panda Express,"Panda Express, 4200 George J Bean Pkwy, Tampa, FL 33607",27.984375,-82.5625,Chinese restaurantAsian restaurantRestaurant,0,3,98
ELKTON,Subway,"Subway, 2355 US Hwy #1 South, Elkton, FL 32033",29.859375,-81.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,37
JUPITER,Freshii,"Freshii, 201 N, 201 US-1, Jupiter, FL 33477",26.9375,-80.0625,Health food restaurant,0,4,24
NOKOMIS,Shell,"Shell, 1000 Knights Trail Rd, Nokomis, FL 34275",27.140625,-82.375,Gas stationATMCar washConvenience storeRestaurant,0,2,15
NAPLES,Burger King,"Burger King, 6650 Collier Blvd, Naples, FL 34114",26.0625,-81.6875,Restaurant,0,3,48
MIAMI,Misha's Cupcakes,"Misha's Cupcakes, 227 Aragon Ave, Coral Gables, FL 33134",25.75,-80.25,Bakery,0,4,28
JACKSONVILLE,Subway,"Subway, 12620-10 Beach Blvd, Jacksonville, FL 32246",30.28125,-81.5,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,73
FORT LAUDERDALE,Dream Dinners,"Dream Dinners, 3439 Hiatus Rd, Sunrise, FL 33351",26.171875,-80.3125,Delivery Restaurant,0,4,18
KENANSVILLE,Nature's Table,"Nature's Table, 229 Florida's Turnpike, Kenansville, FL 34739",28.09375,-81.25,Health food restaurant,0,2,17
ORLANDO,Charleys Cheesesteaks,"Charleys Cheesesteaks, 8200 Vineland Ave Ste 1104, Orlando, FL 32821",28.390625,-81.5,Cheesesteak restaurantAmerican restaurantFast food restaurantFood courtSandwich shop,0,3,33
PINELLAS PARK,Subway,"Subway, 11720 E M.L.K. Jr Blvd, Seffner, FL 33781",27.984375,-82.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,38
MIAMI,JOE & THE JUICE,"JOE & THE JUICE, 19501 Biscayne Blvd, Miami, FL 33180",25.953125,-80.125,Juice shopCafeCoffee shopFast food restaurantGluten-free restaurantHealth food restaurantTakeout RestaurantModern European restaurantSandwich shopScandinavian restaurant,0,3,98
MIAMI,Smoothie King,"Smoothie King, 16327 SW 88th St, Miami, FL 33196",25.6875,-80.4375,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,3,44
TAMPA,Grand China,"Grand China, 6168 Gunn Hwy, Tampa, FL 33625",28.0625,-82.5625,Chinese restaurant,0,4,105
SAINT AUGUSTINE,Little Caesars Pizza,"Little Caesars Pizza, 4564 US-1, St. Augustine, FL 32095",29.9375,-81.3125,Pizza restaurantAmerican restaurantChicken wings restaurantFast food restaurantPizza deliveryPizza Takeout,0,4,205
ORMOND BEACH,China Taste,"China Taste, 1228 Ocean Shore Blvd, Ormond Beach, FL 32176",29.328125,-81.0625,Chinese restaurant,0,3,87
WINTER PARK,Papa John's Pizza,"Papa John's Pizza, 1740 FL-436 Ste 100, Winter Park, FL 32792",28.625,-81.3125,Pizza restaurant,0,3,156
SPRING HILL,Domino's Pizza,"Domino's Pizza, 8381 Northcliffe Blvd, Spring Hill, FL 34606",28.515625,-82.5625,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,4,288
FORT MYERS,Subway,"Subway, 4901 Palm Beach Blvd, Fort Myers, FL 33905",26.6875,-81.8125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,28
GULF BREEZE,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 211 Gulf Breeze Pkwy, Gulf Breeze, FL 32561",30.359375,-87.1875,RestaurantJuice shop,0,4,84
OPA LOCKA,Papa John's Pizza,"Papa John's Pizza, 19625 NW 57th Ave, Carol City, FL 33055",25.953125,-80.3125,Pizza restaurant,0,3,263
BOCA RATON,Chick-fil-A,"Chick-fil-A, 777 Glades Rd, Boca Raton, FL 33431",26.375,-80.125,Fast food restaurantBreakfast restaurantCatererChicken restaurantDelivery serviceFamily restaurant,0,4,238
BOYNTON BEACH,Subway,"Subway, 3200 Old Boynton Road, Boynton Beach, FL 33436",26.53125,-80.125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,58
HIALEAH,Subway,"Subway, 13955 NW 67th Ave, Miami Lakes, FL 33014",25.90625,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,58
MARIANNA,bp,"bp, 2112 FL-71, Marianna, FL 32448",30.71875,-85.1875,Gas stationATMConvenience storeRestaurant,0,3,7
ORLANDO,Wawa,"Wawa, 14876 Narcoossee Rd, Orlando, FL 32832",28.34375,-81.25,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,0,4,128
FORT LAUDERDALE,Subway,"Subway, 3501 S. East Davie Rd Central Campus, Building 17, Davie, FL 33314",26.078125,-80.25,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,27
TALLAHASSEE,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 800 Ocala Rd Suite 330, Tallahassee, FL 32304",30.453125,-84.3125,RestaurantJuice shop,0,4,85
TALLAHASSEE,China King,"China King, 3840 N Monroe St # 204, Tallahassee, FL 32303",30.5,-84.3125,Chinese restaurant,0,3,68
QUINCY,Mama's House,"Mama's House, 1209 W Crawford St, Quincy, FL 32351",30.59375,-84.5625,Restaurant,0,4,38
HOLLYWOOD,Papa John's Pizza,"Papa John's Pizza, 1862 N Young Cir, Hollywood, FL 33020",26.015625,-80.125,Pizza restaurant,0,2,115
HIALEAH,Misha's Cupcakes,"Misha's Cupcakes, 15368 NW 79th Ct, Miami Lakes, FL 33016",25.90625,-80.3125,Cupcake shopBakeryCake shop,0,4,56
JACKSONVILLE,Bamboo Wok,"Bamboo Wok, 13820 Old St Augustine Rd, Jacksonville, FL 32258",30.140625,-81.5625,Chinese restaurantAsian restaurant,0,3,186
KEY WEST,Subway,"Subway, 817 Peacock Plaza, Key West, FL 33040",24.578125,-81.75,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,183
NAPLES,La Rancherita,"La Rancherita, 4970 Golden Gate Pkwy, Naples, FL 34116",26.171875,-81.6875,Takeout Restaurant,0,3,58
ORLANDO,China Garden Restaurant,"China Garden Restaurant, 8833 Conroy Windermere Rd, Orlando, FL 32835",28.5,-81.5,Chinese restaurantDelivery Restaurant,0,3,97
OCOEE,Chinese Food,"Chinese Food, 11105 W Colonial Dr, Ocoee, FL 34761",28.546875,-81.5625,Chinese restaurant,0,4,66
GAINESVILLE,Smoothie King,"Smoothie King, 3321 SW Archer Rd Suite #20, Gainesville, FL 32608",29.625,-82.375,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,3,65
CLEARWATER,China 88,"China 88, 1969 Sunset Point Rd, Clearwater, FL 33765",27.984375,-82.75,Asian restaurantChinese restaurant,0,3,28
ORLANDO,Froots,"Froots, 7733 Turkey Lake Rd, Orlando, FL 32819",28.453125,-81.5,Health food restaurant,0,3,5
FERNANDINA BEACH,The Pub,"The Pub, 4750 Amelia Island Pkwy, Amelia Island, FL 32034",30.59375,-81.4375,LoungeBarBar & grillRestaurantSports bar,0,4,14
MIAMI,Subway,"Subway, 9458 NE 2nd Ave, Miami Shores, FL 33138",25.859375,-80.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,148
DAYTONA BEACH,Flowers Baking Co,"Flowers Baking Co, 2001 N Nova Rd, Holly Hill, FL 32117",29.25,-81.0625,Bakery,0,4,105
TAMPA,Domino's Pizza,"Domino's Pizza, 8206 W Waters Ave, Tampa, FL 33615",28.03125,-82.5625,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,4,228
TAMPA,Thorntons,"Thorntons, 6405 W Hillsborough Ave, Tampa, FL 33634",28.0,-82.5625,Convenience storeATMBreakfast restaurantCoffee shopDonut shopGas stationLiquor storeLottery retailerSandwich shopSoft drinks shop,0,3,24
TALLAHASSEE,Brooklyn Pizza,"Brooklyn Pizza, 2035 W Pensacola St, Tallahassee, FL 32304",30.4375,-84.3125,Pizza restaurantDelivery serviceDelivery RestaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,258
CLEARWATER,Rita's Italian Ice & Frozen Custard,"Rita's Italian Ice & Frozen Custard, 2510 McMullen Booth Rd Ste A, Clearwater, FL 33761",28.015625,-82.6875,Ice cream shopDessert restaurantDessert shopFast food restaurantFrozen dessert supplierFrozen yogurt shop,0,4,178
PALM HARBOR,Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 794 E Lake Rd S, Palm Harbor, FL 34685",28.0625,-82.6875,Frozen yogurt shopBakeryCake shopCatererDessert restaurantDessert shopIce cream shopKosher restaurant,0,4,98
LAKE CITY,Subway,"Subway, 3269 S Hwy 41, Lake City, FL 32025",30.140625,-82.625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,24
SARASOTA,Dunkin',"Dunkin', 7942 N Tamiami Trail, Sarasota, FL 34243",27.40625,-82.5625,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,48
JACKSONVILLE,Marco's Pizza,"Marco's Pizza, 4765-01 Hodges Blvd, Jacksonville, FL 32224",30.25,-81.4375,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,86
LARGO,Krispy Krunchy Chicken,"Krispy Krunchy Chicken, 1595 Seminole Blvd, Largo, FL 33770",27.90625,-82.8125,Restaurant,0,4,38
TALLAHASSEE,Pizza Hut,"Pizza Hut, 3220 Apalachee Pkwy Unit 1, Tallahassee, FL 32311",30.421875,-84.25,Pizza deliveryChicken wings restaurantTakeout RestaurantPizza restaurant,0,3,173
ODESSA,Hooters,"Hooters, 16070 FL-54, Odessa, FL 33556",28.1875,-82.5625,American restaurantChicken wings restaurantTakeout RestaurantPubSeafood restaurantSports bar,0,4,197
OPA LOCKA,Einstein Bros. Bagels,"Einstein Bros. Bagels, 16401 NW 37th Ave, Miami Gardens, FL 33054",25.921875,-80.25,Bagel shopBakeryBreakfast restaurantCafeCoffee shop,0,3,7
HOLLYWOOD,Subway,"Subway, 1201 Broadwalk, Hollywood, FL 33019",26.015625,-80.125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,128
MIAMI GARDENS,China garden,"China garden, 17207 NW 27th Ave, Miami Gardens, FL 33056",25.9375,-80.25,Restaurant,0,3,84
JACKSONVILLE,Subway,"Subway, 9542 Argyle Forest Blvd Suite B 16, Jacksonville, FL 32222",30.1875,-81.8125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,95
FORT MYERS,Subway,"Subway, 15880 Summerlin Rd Suite 305, Fort Myers, FL 33908",26.515625,-81.875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,2,18
JENSEN BEACH,Sbarro,"Sbarro, 3174 NW Federal Hwy, Jensen Beach, FL 34957",27.234375,-80.25,Pizza restaurantCatererFast food restaurantItalian restaurantPasta shopPizza deliveryPizza Takeout,0,2,28
PORT SAINT LUCIE,Subway,"Subway, 5457 NW St James Dr Suite B-7, Port St. Lucie, FL 34983",27.359375,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,30
CRESTVIEW,Hungry Howie's Pizza,"Hungry Howie's Pizza, 1238C N Ferdon Blvd, Crestview, FL 32536",30.78125,-86.5625,Pizza restaurantPizza deliverySalad shop,0,4,108
FORT MYERS,Papa John's Pizza,"Papa John's Pizza, 4901 Palm Beach Blvd Ste 60, Fort Myers, FL 33905",26.6875,-81.8125,Pizza restaurant,0,3,173
BRANDON,Thorntons,"Thorntons, 425 E Brandon Blvd, Brandon, FL 33511",27.9375,-82.25,Convenience storeATMBreakfast restaurantCoffee shopDonut shopGas stationLiquor storeLottery retailerSandwich shopSoft drinks shop,0,3,57
FORT LAUDERDALE,Jersey Mike's Subs,"Jersey Mike's Subs, 4422 Weston Rd, Davie, FL 33331",26.0625,-80.375,Sandwich shopCatererDeliFast food restaurantTakeout Restaurant,0,4,115
HOLLYWOOD,Subway,"Subway, 12381 Pembroke Rd, Pembroke Pines, FL 33025",26.0,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,145
BRADENTON,Sunny Wok,"Sunny Wok, 8756 E State Rd 70, Bradenton, FL 34202",27.4375,-82.4375,Chinese restaurant,0,4,68
MIAMI,Diced,"Diced, 2600 NW 87th Ave #13, Doral, FL 33172",25.796875,-80.3125,Health food restaurantFast food restaurantSalad shopVegan restaurantVegetarian restaurant,0,4,268
NAPLES,That Taco Place,"That Taco Place, 3340 Tamiami Trail E, Naples, FL 34112",26.125,-81.75,Mexican restaurantBarTaco restaurant,0,4,100
DAVENPORT,First Watch,"First Watch, 1141 Posner Blvd, Davenport, FL 33837",28.21875,-81.625,Breakfast restaurantAmerican restaurantBrunch restaurantFamily restaurantFast food restaurantHealth food restaurantLunch restaurantPancake restaurantRestaurantTraditional American restaurant,0,4,198
MIAMI,Domino's Pizza,"Domino's Pizza, 12225 SW 112th St, Miami, FL 33186",25.65625,-80.375,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,268
BROOKSVILLE,The Farmer's Wife,"The Farmer's Wife, 1171 Howell Ave, Brooksville, FL 34601",28.578125,-82.375,American restaurant,0,4,48
WEST PALM BEACH,Cinnabon,"Cinnabon, 1801 Palm Beach Lakes Blvd, West Palm Beach, FL 33401",26.71875,-80.0625,BakeryCoffee shopPastry shop,0,4,68
JACKSONVILLE,Hong Kong,"Hong Kong, 1301-7 Monument Rd, Jacksonville, FL 32225",30.34375,-81.5625,Chinese restaurant,0,3,78
JENSEN BEACH,Drift Kitchen & Bar,"Drift Kitchen & Bar, 3793 NE Ocean Blvd, Jensen Beach, FL 34957",27.25,-80.1875,Restaurant,0,4,78
PUNTA GORDA,Cesar's Tacos,"Cesar's Tacos, 4276 Tamiami Trail, Port Charlotte, FL 33980",26.96875,-82.0625,Taco restaurant,0,4,154
FORT LAUDERDALE,Subway,"Subway, 4601 NW 31st Ave, Tamarac, FL 33309",26.1875,-80.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,97
FORT LAUDERDALE,Fresh Fusion,"Fresh Fusion, 5187 S University Dr, Davie, FL 33328",26.0625,-80.25,Organic restaurant,0,4,198
FORT LAUDERDALE,Nothing Bundt Cakes,"Nothing Bundt Cakes, 143 NW 136th Ave, Sunrise, FL 33325",26.125,-80.3125,BakeryCake shop,0,4,78
FORT MYERS,The Boardwalk,"The Boardwalk, 10501 FGCU Blvd S, Fort Myers, FL 33965",26.46875,-81.75,Restaurant,0,3,68
BONITA SPRINGS,Rosati's Pizza,"Rosati's Pizza, 8951 Bonita Beach Rd SE # 245, Bonita Springs, FL 34135",26.328125,-81.8125,Pizza restaurantPizza deliveryPizza Takeout,0,4,115
FROSTPROOF,Subway,"Subway, 7030 US-27, Frostproof, FL 33843",27.734375,-81.5625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,38
SARASOTA,Subway,"Subway, 1283 S Beneva Rd S, Sarasota, FL 34232",27.328125,-82.5,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,74
JACKSONVILLE,The Beacon,"The Beacon, 241 Baltimore St, Jacksonville, FL 32227",30.390625,-81.375,Community centerComputer networking centerPubRecreation centerRestaurant,0,4,35
DUNDEE,Top China,"Top China, 28075 US-27, Dundee, FL 33838",28.015625,-81.625,Chinese restaurant,0,3,93
DELTONA,Lucky Garden,"Lucky Garden, 9388, 2820 Doyle Rd # 7, Deltona, FL 32738",28.859375,-81.1875,Delivery Restaurant,0,3,98
OCALA,Winn-Dixie Wine & Spirits,"Winn-Dixie Wine & Spirits, 7129 N US Hwy 441, Ocala, FL 34475",29.265625,-82.125,Liquor storeBakeryDeliFloristGrocery storeSupermarket,0,4,53
PORT SAINT LUCIE,Little Caesars Pizza,"Little Caesars Pizza, 1774 St Lucie W Blvd, Port St. Lucie, FL 34986",27.3125,-80.4375,Pizza restaurantAmerican restaurantChicken wings restaurantFast food restaurantPizza deliveryPizza Takeout,0,3,188
JENSEN BEACH,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 3174 NW Federal Hwy, Jensen Beach, FL 34957",27.234375,-80.25,RestaurantJuice shop,0,3,28
MIAMI,Bolay,"Bolay, 8746 Mills Dr, Miami, FL 33183",25.6875,-80.375,American restaurant,0,4,58
BRANFORD,Sandy Point,"Sandy Point, 29685 59th Dr, Branford, FL 32008",29.90625,-82.875,American restaurant,0,4,138
CLEARWATER,China One,"China One, 1831 N Highland Ave #10, Clearwater, FL 33755",27.984375,-82.75,Chinese restaurant,0,3,166
SEBRING,Subway,"Subway, 910 Sebring Square.., Sebring, FL 33870",27.515625,-81.5,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,78
HOLLYWOOD,Mystic Coffee,"Mystic Coffee, 2028 Harrison St STE 103, Hollywood, FL 33020",26.015625,-80.125,CafeteriaBakeryVegan restaurantVegetarian cafe and deli,0,4,73
LAKE WALES,Domino's Pizza,"Domino's Pizza, 222 S 1st St, Lake Wales, FL 33853",27.90625,-81.5625,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,147
KISSIMMEE,Marco's Pizza,"Marco's Pizza, 3749 Pleasant Hill Rd, Kissimmee, FL 34746",28.1875,-81.4375,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,178
PORT ORANGE,Planet Smoothie,"Planet Smoothie, 5521 S Williamson Blvd Suite 400, Port Orange, FL 32128",29.109375,-81.0625,Juice shopHealth food restaurantRestaurant,0,4,88
PORT SAINT LUCIE,Dunkin',"Dunkin', Shell Gas Station, 1924 SW Gatlin Blvd, Port St. Lucie, FL 34953",27.265625,-80.4375,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,147
FORT MYERS,Burntwood Tavern,"Burntwood Tavern, 10035 Gulf Center Dr #F110, Fort Myers, FL 33913",26.484375,-81.8125,RestaurantAmerican restaurant,0,3,117
POMPANO BEACH,Pizza Hut,"Pizza Hut, 3111 N State Rd 7, Margate, FL 33063",26.265625,-80.1875,Pizza deliveryChicken wings restaurantTakeout RestaurantPizza restaurant,0,3,198
MELBOURNE,Le Macaron French Pastries,"Le Macaron French Pastries, 1700 W New Haven Ave #535, Melbourne, FL 32904",28.078125,-80.625,Bakery,0,4,54
FORT PIERCE,Subway,"Subway, Fl Tpk. Mile Marker 144 (Just North of, Crosstown Pkwy, Fort Pierce, FL 34982",27.296875,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,88
FORT LAUDERDALE,Cafe Creole,"Cafe Creole, 5460 FL-7 Suite 104, Tamarac, FL 33319",26.1875,-80.1875,Haitian restaurant,0,4,114
SAINT CLOUD,Dunkin',"Dunkin', MP#229, Canoe Creek Rd, St Cloud, FL 34772",28.09375,-81.25,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,1,38
MELBOURNE,Pizza Hut,"Pizza Hut, 7840 N Wickham Rd, Melbourne, FL 32940",28.234375,-80.6875,Pizza deliveryChicken wings restaurantTakeout RestaurantPizza restaurant,0,3,68
TAMPA,Subway,"Subway, 304B E Davis Blvd Suite 4, Tampa, FL 33606",27.921875,-82.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,38
HAINES CITY,Las Cazuelas,"Las Cazuelas, 2098-2080 US-92, Haines City, FL 33844",28.125,-81.625,Mexican restaurant,0,4,88
MIAMI,Subway,"Subway, 165 SE 3rd Ave, Miami, FL 33131",25.765625,-80.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,198
CAPE CORAL,China Express,"China Express, 2522 Santa Barbara Blvd #306, Cape Coral, FL 33914",26.609375,-82.0,Chinese restaurantDelivery RestaurantRestaurant,0,2,233
BRADENTON BEACH,Domino's Pizza,"Domino's Pizza, 5606 Marina Dr, Holmes Beach, FL 34217",27.515625,-82.6875,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,4,128
GAINESVILLE,Planet Smoothie,"Planet Smoothie, 3832 W Newberry Rd Ste 1-E, Gainesville, FL 32607",29.65625,-82.375,Juice shopHealth food restaurant,0,4,38
MIAMI,Subway,"Subway, 18308 SW 147th Ave, Miami, FL 33187",25.59375,-80.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,47
WIMAUMA,The Little Store,"The Little Store, 18130 hwy 301 s, Wimauma, FL 33598",27.671875,-82.375,Mexican restaurantLatin American restaurant,0,3,111
ORLANDO,Taqueria El Chuy,"Taqueria El Chuy, 1635 W Oak Ridge Rd, Orlando, FL 32809",28.46875,-81.375,Mexican restaurant,0,4,115
LITHIA,Marco's Pizza,"Marco's Pizza, 5670 Fishhawk Crossing Blvd, Lithia, FL 33547",27.859375,-82.1875,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,77
CLEARWATER,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 27001 US Hwy 19 N, Clearwater, FL 33761",28.015625,-82.75,RestaurantJuice shop,0,3,51
BROOKSVILLE,Keke's Breakfast Cafe,"Keke's Breakfast Cafe, 13168 Cortez Blvd, Brooksville, FL 34613",28.53125,-82.5,Breakfast restaurant,0,4,54
LARGO,Subway,"Subway, 990 Missouri Ave N, Largo, FL 33770",27.921875,-82.8125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,143
MIAMI,Subway,"Subway, 888 Biscayne Blvd, Commercial Unit 2A, Miami, FL 33132",25.78125,-80.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,68
MIAMI,Subway,"Subway, 13769 SW 152nd St, Miami, FL 33177",25.625,-80.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,108
OVIEDO,Planet Smoothie,"Planet Smoothie, 7 Alafaya Woods Blvd #2000, Oviedo, FL 32765",28.65625,-81.1875,Juice shopHealth food restaurant,0,4,45
MIAMI,Subway,"Subway, 11506 Quail Roost Dr, Miami, FL 33157",25.59375,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,118
PENSACOLA,Subway,"Subway, 2951 S Blue Angel Pkwy, Pensacola, FL 32507",30.359375,-87.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,27
PORT RICHEY,No 1 Kitchen,"No 1 Kitchen, 9674 US-19, Port Richey, FL 34668",28.296875,-82.6875,Restaurant,0,3,8
PALM HARBOR,Sakura Sushi,"Sakura Sushi, 3438 E Lake Rd S #16, Palm Harbor, FL 34685",28.0625,-82.6875,Sushi restaurantAsian restaurantRestaurant,0,4,127
