name,address,latitude,longitude,category,avg_rating,num_of_reviews,url,restaurant,bakery,dessert,pastry,closed,zip,st
Crispers,"Crispers, 39895 US-27, Davenport, FL 33837",28.171875,-81.625,RestaurantAmerican restaurantDeliDelivery RestaurantTakeout RestaurantSalad shopSandwich shopSoup restaurant,4,77,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7397c468529d:0xe19062665a24a059?authuser=-1&hl=en&gl=us,1,0,0,0,1,33837,FL
Papa John's Pizza,"Papa John's Pizza, 9542 Argyle Forest Blvd Suite C 11, Jacksonville, FL 32222",30.1875,-81.8125,Pizza restaurant,3,168,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c19c5c2d89a9:0x6367cde2b2d287?authuser=-1&hl=en&gl=us,1,0,0,0,0,32222,FL
The Great Greek Mediterranean Grill,"The Great Greek Mediterranean Grill, 335 N Magnolia Ave, Orlando, FL 32801",28.546875,-81.375,Mediterranean restaurantGreek restaurant,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77b315276d6cd:0xd5bfde868b5867a4?authuser=-1&hl=en&gl=us,1,0,0,0,0,32801,FL
Popeyes,"Popeyes, 3981 Columbia St, Orlando, FL 32805",28.53125,-81.4375,Restaurant,3,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77b54c8f96971:0x6b8fc3cc1d03a15a?authuser=-1&hl=en&gl=us,1,0,0,0,1,32805,FL
Subway,"Subway, Food Court, 1600 SW Archer Rd, Gainesville, FL 32610",29.640625,-82.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a39e42a9d089:0xb3a279400af50ed6?authuser=-1&hl=en&gl=us,1,0,0,0,0,32610,FL
Wok-N-Roll,"Wok-N-Roll, 15551 NW US Hwy 441 #30, Alachua, FL 32615",29.796875,-82.5,Chinese restaurant,4,118,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8b71854571d6d:0x69e10c89ac2c82ec?authuser=-1&hl=en&gl=us,1,0,0,0,0,32615,FL
Subway,"Subway, 101 NW NE Hwy 441, Micanopy, FL 32667",29.515625,-82.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e89eddf461b95d:0x73c38175ac394635?authuser=-1&hl=en&gl=us,1,0,0,0,1,32667,FL
Nature's Table,"Nature's Table, 1 Jeff Fuqua Blvd, Orlando, FL 32827",28.421875,-81.3125,Health food restaurant,2,97,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e762e92209c94d:0xb538fe22c655e3f9?authuser=-1&hl=en&gl=us,1,0,0,0,0,32827,FL
Freshii,"Freshii, 10710 FL-54, Trinity, FL 34655",28.1875,-82.625,Fast food restaurantHealth food restaurant,4,73,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2957386e5efb1:0x4625bdfb632e3bb2?authuser=-1&hl=en&gl=us,1,0,0,0,1,34655,FL
Little Caesars Pizza,"Little Caesars Pizza, 14027 W Colonial Dr, Winter Garden, FL 34787",28.546875,-81.5625,Pizza restaurantAmerican restaurantChicken wings restaurantFast food restaurantPizza deliveryPizza Takeout,3,133,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7839d4a4cb835:0x91f4f16aef6daf1f?authuser=-1&hl=en&gl=us,1,0,0,0,0,34787,FL
Walmart Bakery,"Walmart Bakery, 17105 San Carlos Blvd, Fort Myers Beach, FL 33931",26.484375,-81.9375,BakeryCake shopWholesale bakery,4,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db3eb0b1ffbec3:0x704bd2d2ae6cbd6a?authuser=-1&hl=en&gl=us,0,1,0,0,0,33931,FL
KFC,"KFC, 2333 SE Hwy 70, Arcadia, FL 34266",27.203125,-81.8125,Chicken restaurantFast food restaurant,3,125,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc97a8cd69c40d:0x74e53f3ef77d26ac?authuser=-1&hl=en&gl=us,1,0,0,0,0,34266,FL
World of Beer,"World of Beer, 497 Cortez Rd W, Bradenton, FL 34207",27.46875,-82.5625,Bar & grillAmerican restaurantBarGastropub,4,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c3161c6b17cf79:0xebfad5f8f4f1d8b3?authuser=-1&hl=en&gl=us,1,0,0,0,1,34207,FL
Rogers Market,"Rogers Market, 2415 63rd Ave E, Bradenton, FL 34203",27.421875,-82.5625,Convenience storeDeliGas stationRestaurant,3,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c33f7c6eb1c977:0xc4ce2b2185380636?authuser=-1&hl=en&gl=us,1,0,0,0,0,34203,FL
Rusty Bucket Restaurant and Tavern,"Rusty Bucket Restaurant and Tavern, 3535 NW 83rd Ave, Doral, FL 33122",25.8125,-80.3125,American restaurantBarBar & grillPubRestaurantSports bar,3,75,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b97b38ee09f9:0xab0270f2d24655b6?authuser=-1&hl=en&gl=us,1,0,0,0,1,33122,FL
Hibachi & Wings,"Hibachi & Wings, 1382 Howland Blvd #120, Deltona, FL 32738",28.90625,-81.1875,Chicken wings restaurant,4,308,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e717d10f2ffb79:0xa66eaad412787ccf?authuser=-1&hl=en&gl=us,1,0,0,0,0,32738,FL
Latin Cafe,"Latin Cafe, 1235 Providence Blvd F, Deltona, FL 32725",28.875,-81.25,Cuban restaurant,4,116,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e716c61b745b57:0xc74bc5e39ee6a876?authuser=-1&hl=en&gl=us,1,0,0,0,0,32725,FL
Subway,"Subway, 3424 SW Williston Rd, Gainesville, FL 32609",29.609375,-82.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,158,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a2c359bb13d9:0xcb4e08db278c42de?authuser=-1&hl=en&gl=us,1,0,0,0,0,32609,FL
Jersey Mike's Subs,"Jersey Mike's Subs, 4600 Summerlin Rd # C3, Fort Myers, FL 33919",26.59375,-81.875,Sandwich shopCatererDeliFast food restaurantTakeout Restaurant,4,278,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4039289aaa21:0x2e711eacf99cc5c?authuser=-1&hl=en&gl=us,1,0,0,0,0,33919,FL
Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 3222 Rolling Oaks Blvd, Kissimmee, FL 34747",28.34375,-81.625,Fast food restaurantJuice shopRestaurant,4,208,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7c22940ffd7f:0xb840d8d88614267?authuser=-1&hl=en&gl=us,1,0,0,0,0,34747,FL
Guadalupana,"Guadalupana, 1620 N Washington Blvd, Sarasota, FL 34236",27.359375,-82.5,Mexican restaurant,4,358,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c33f886c307887:0xd82f897c46885d91?authuser=-1&hl=en&gl=us,1,0,0,0,0,34236,FL
Five Star Pizza,"Five Star Pizza, 294 N Nova Rd, Ormond Beach, FL 32174",29.28125,-81.0625,Pizza deliveryCatererChicken wings restaurantFast food restaurantItalian restaurantPizza restaurantPizza Takeout,4,224,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6dd0c8baaeae1:0xbb8fec7e27210500?authuser=-1&hl=en&gl=us,1,0,0,0,0,32174,FL
Dunkin',"Dunkin', 28385 FL-54, Wesley Chapel, FL 33543",28.234375,-82.375,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,3,74,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2b1174d844d9f:0x4e317ecc62197216?authuser=-1&hl=en&gl=us,1,1,0,0,0,33543,FL
Subway,"Subway, 400 FL-26, Melrose, FL 32666",29.703125,-82.0625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,43,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e61a9f09906d59:0x1957014a37199d9b?authuser=-1&hl=en&gl=us,1,0,0,0,0,32666,FL
Papa John's Pizza,"Papa John's Pizza, 105 Murabella Pkwy, St. Augustine, FL 32092",29.96875,-81.5,Pizza restaurant,3,108,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e42b68c6c4bc71:0xb9318d04b45c3c78?authuser=-1&hl=en&gl=us,1,0,0,0,0,32092,FL
Wawa,"Wawa, SR 54 &, Trinity Blvd, Odessa, FL 33556",28.1875,-82.625,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,4,124,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c295da3dca7825:0xc13304eb66a69555?authuser=-1&hl=en&gl=us,1,0,0,0,0,33556,FL
Domino's Pizza,"Domino's Pizza, 209 N Amelia Ave, DeLand, FL 32724",29.03125,-81.3125,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,4,345,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71b7770f86853:0x370e76886006bc7f?authuser=-1&hl=en&gl=us,1,0,0,0,0,32724,FL
bp,"bp, 14780 E, Co Hwy 315, Fort McCoy, FL 32134",29.359375,-81.9375,Gas stationATMRestaurant,4,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e63a09a86f4a87:0x7fa5609345f23fcd?authuser=-1&hl=en&gl=us,1,0,0,0,0,32134,FL
Subway,"Subway, 3150 Bill Beck Blvd Store #3150, Gateway, Kissimmee, FL 34744",28.34375,-81.375,Sandwich shopCatererFast food restaurant,4,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd86587d3d407f:0xd4d6922660563a5b?authuser=-1&hl=en&gl=us,1,0,0,0,1,34744,FL
Papa John's Pizza,"Papa John's Pizza, 801 S Ponce De Leon Blvd, St. Augustine, FL 32084",29.875,-81.3125,Pizza restaurant,3,116,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e427f10afbe75d:0x4331a6c034a8944a?authuser=-1&hl=en&gl=us,1,0,0,0,0,32084,FL
Pizza Hut Express,"Pizza Hut Express, 1809 US-1, Sebastian, FL 32958",27.828125,-80.5,Pizza restaurantTakeout Restaurant,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de684a94b79591:0xf9ec3b67cbd74955?authuser=-1&hl=en&gl=us,1,0,0,0,1,32958,FL
Wawa,"Wawa, 3080 SE Maricamp Rd, Ocala, FL 34471",29.15625,-82.125,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d3dfa1032d9d:0x8485d249939cfdea?authuser=-1&hl=en&gl=us,1,0,0,0,0,34471,FL
Dunkin',"Dunkin', 110 E Bearss Ave, Tampa, FL 33613",28.09375,-82.4375,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,3,207,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c75ed2ab68e3:0xabf064ff0da32678?authuser=-1&hl=en&gl=us,1,1,0,0,0,33613,FL
CPO Club,"CPO Club, 3558 Lighthouse Rd, Pensacola, FL 32508",30.34375,-87.3125,ClubRestaurant,4,53,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890ba273bb5db21:0x2cb742fba927643d?authuser=-1&hl=en&gl=us,1,0,0,0,0,32508,FL
Subway,"Subway, 1862 NE Jensen Beach Blvd, Jensen Beach, FL 34957",27.25,-80.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,57,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dee7063e758dd7:0x8767fc68bb9f155?authuser=-1&hl=en&gl=us,1,0,0,0,0,34957,FL
Subway,"Subway, Cutler Ridge SW 211 &, US-1, Miami, FL 33189",25.578125,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c37ea9ff58d5:0x48704d8cf6721d2c?authuser=-1&hl=en&gl=us,1,0,0,0,0,33189,FL
Ben & Jerry’s,"Ben & Jerry’s, 235 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316",26.125,-80.125,Ice cream shopBakeryCandy storeCaterer,4,56,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9014883470307:0xf2dd1444ba8c24a?authuser=-1&hl=en&gl=us,0,1,0,0,0,33316,FL
Chipotle Mexican Grill,"Chipotle Mexican Grill, 1700 NW 117th Pl #101, Miami, FL 33182",25.796875,-80.375,Mexican restaurantCatererFast food restaurant,3,205,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf96d4a40527:0x616d665e5486fbf8?authuser=-1&hl=en&gl=us,1,0,0,0,0,33182,FL
Pizza Pros,"Pizza Pros, 5627 14th St W, Bradenton, FL 34207",27.4375,-82.5625,Pizza restaurantItalian restaurantRestaurant,2,73,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c315e31255a151:0xf35af351dd01601e?authuser=-1&hl=en&gl=us,1,0,0,0,1,34207,FL
China Taste,"China Taste, 876 E Tarpon Ave, Tarpon Springs, FL 34689",28.140625,-82.75,Chinese restaurantAsian restaurantDelivery RestaurantRestaurant,3,177,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d7a4313dd0f:0x5590dcbf7a6643b1?authuser=-1&hl=en&gl=us,1,0,0,0,0,34689,FL
Subway,"Subway, 11201 Sheldon Rd, Tampa, FL 33626",28.046875,-82.5625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ea6010ddc917:0xb1b168281c906905?authuser=-1&hl=en&gl=us,1,0,0,0,0,33626,FL
Asahi,"Asahi, 8152 W McNab Rd, North Lauderdale, FL 33068",26.203125,-80.25,Chinese restaurant,3,248,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9046dbc4eeaaf:0x908ceb86908e4b0d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33068,FL
Denny's,"Denny's, 200 N 3rd St, Neptune Beach, FL 32266",30.328125,-81.375,DinerAmerican restaurantBreakfast restaurant,3,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e4493a5c71e96f:0x1ad65482ce866b5e?authuser=-1&hl=en&gl=us,1,0,0,0,1,32266,FL
Taco Bell,"Taco Bell, 245 Bon Hommes Richard St, Jacksonville, FL 32227",30.390625,-81.375,Mexican restaurantRestaurant,3,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44e5c122f8ebf:0x768d6253d9d89e52?authuser=-1&hl=en&gl=us,1,0,0,0,1,32227,FL
Chick-fil-A,"Chick-fil-A, Airside A, 4100 George J Bean Pkwy, Tampa, FL 33607",27.984375,-82.5625,Fast food restaurantBreakfast restaurantCatererChicken restaurantDelivery serviceFamily restaurant,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c3e35d762d65:0xb1a2c87f0327032d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33607,FL
Subway,"Subway, 3038 Del Prado Blvd S, Cape Coral, FL 33904",26.59375,-81.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,118,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db40c631970e75:0x9ef02a612374d68c?authuser=-1&hl=en&gl=us,1,0,0,0,0,33904,FL
Auntie Anne's,"Auntie Anne's, 1801 Palm Beach Lakes Blvd, West Palm Beach, FL 33401",26.71875,-80.0625,Pretzel storeBakeryCafeRestaurant,3,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d605936a33ed:0x785394ced2e1aa2c?authuser=-1&hl=en&gl=us,1,1,0,0,0,33401,FL
Hibachi express,"Hibachi express, 7578 SE Maricamp Rd suite111, Ocala, FL 34472",29.109375,-82.0,Restaurant,4,93,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7cd50173ef8fb:0x4664af0af439c2fc?authuser=-1&hl=en&gl=us,1,0,0,0,0,34472,FL
Planet Smoothie,"Planet Smoothie, 4067 13th St, St Cloud, FL 34769",28.25,-81.3125,Juice shopHealth food restaurant,4,86,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8fa400941ca7:0x3196c4787c1db5dd?authuser=-1&hl=en&gl=us,1,0,0,0,0,34769,FL
Tasty Dog,"Tasty Dog, 5627 Verna Blvd, Jacksonville, FL 32205",30.3125,-81.75,RestaurantFast food restaurantHot dog standIce cream shop,4,98,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b96cad002937:0x53f1f16bbc4359f2?authuser=-1&hl=en&gl=us,1,0,0,0,0,32205,FL
Pop's Pizzeria,"Pop's Pizzeria, 932 N Mills Ave, Orlando, FL 32803",28.5625,-81.375,Pizza restaurantRestaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77b7eaf080135:0xec54c519e29cec50?authuser=-1&hl=en&gl=us,1,0,0,0,0,32803,FL
Hungry Howie's,"Hungry Howie's, 7965 N University Dr, Parkland, FL 33076",26.328125,-80.25,Italian restaurantChicken restaurantPasta shopPizza deliveryPizza restaurantPizza TakeoutRestaurantSalad shopSandwich shop,3,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91a5c2fdb2f85:0x993cd349bcd47e2e?authuser=-1&hl=en&gl=us,1,0,0,0,1,33076,FL
Fish,"Fish, 3100 Overseas Hwy, Key West, FL 33040",24.625,-81.625,Seafood restaurantAmerican restaurantBarBar & grillCocktail barFish & chips restaurantFloridian restaurantRestaurantWine bar,4,186,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d1ab7a240f110f:0x363f16eeeddcf35?authuser=-1&hl=en&gl=us,1,0,0,0,1,33040,FL
Chipotle Mexican Grill,"Chipotle Mexican Grill, 2207 Del Prado Blvd S, Cape Coral, FL 33990",26.609375,-81.9375,Mexican restaurantCatererFast food restaurant,3,318,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db40d9952d82d5:0xf4289432d9a7b8a7?authuser=-1&hl=en&gl=us,1,0,0,0,0,33990,FL
Wingstop,"Wingstop, 1703 E Commercial Blvd, Fort Lauderdale, FL 33334",26.1875,-80.125,Chicken wings restaurant,4,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d903c4a4600e27:0x6822560101b900da?authuser=-1&hl=en&gl=us,1,0,0,0,0,33334,FL
European Bakery,"European Bakery, 71 9th St S, Naples, FL 34102",26.140625,-81.8125,BakeryCafe,4,74,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae1997e122d6b:0xfd776fa851f06d29?authuser=-1&hl=en&gl=us,0,1,0,0,0,34102,FL
Grand China Buffet,"Grand China Buffet, 23 Azalea Dr # E, Crawfordville, FL 32327",30.1875,-84.375,Chinese restaurant,3,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec85c715581c85:0x559901a7b10d7071?authuser=-1&hl=en&gl=us,1,0,0,0,1,32327,FL
Shell,"Shell, 199 Gulf Breeze Pkwy, Gulf Breeze, FL 32561",30.375,-87.1875,Gas stationATMConvenience storeRestaurant,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c6fa7bd070bd:0x47f39e8b541fc0c7?authuser=-1&hl=en&gl=us,1,0,0,0,0,32561,FL
Yuki Hana,"Yuki Hana, 3635 Aloma Ave #1033, Oviedo, FL 32765",28.625,-81.25,Sushi restaurantAsian restaurantIzakaya restaurantJapanese restaurantNoodle shopRamen restaurant,4,208,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76f25d0ca3793:0x2e7eb7d8393f6919?authuser=-1&hl=en&gl=us,1,0,0,0,1,32765,FL
Cinnaholic,"Cinnaholic, 2560 N University Dr, Coral Springs, FL 33065",26.265625,-80.25,BakeryDessert shop,4,56,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d90596a7743b95:0xa44f029066f76cab?authuser=-1&hl=en&gl=us,0,1,0,0,0,33065,FL
The Hungry Greek,"The Hungry Greek, 2689 Gulf to Bay Blvd #1860, Clearwater, FL 33759",27.953125,-82.75,Greek restaurantRestaurant,3,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2efd16e9aa025:0xd5671b6e8e0b8950?authuser=-1&hl=en&gl=us,1,0,0,0,1,33759,FL
Quiznos,"Quiznos, 3001 66th St N, St. Petersburg, FL 33710",27.796875,-82.75,Sandwich shopCatererDeliFast food restaurantRestaurant,5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e336bc7b95ff:0x830ede5b57ef8443?authuser=-1&hl=en&gl=us,1,0,0,0,1,33710,FL
Village Pizza,"Village Pizza, 4070 Deltona Blvd, Spring Hill, FL 34606",28.484375,-82.5625,Pizza restaurantItalian restaurantPizza deliveryPizza Takeout,3,478,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e82010a8cb236b:0xa1317493a5014cdd?authuser=-1&hl=en&gl=us,1,0,0,0,0,34606,FL
Shell,"Shell, 3609 US-441 SE, Okeechobee, FL 34974",27.203125,-80.8125,Gas stationATMConvenience storeRestaurant,3,65,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dea0663af231cd:0x9752f91f4256fd05?authuser=-1&hl=en&gl=us,1,0,0,0,0,34974,FL
BJ's Wholesale Club,"BJ's Wholesale Club, 8046 Philips Hwy, Jacksonville, FL 32256",30.21875,-81.5625,Warehouse clubBakeryDeliElectronics storeEye care centerFurniture wholesalerGas stationLiquor storeTire shopWholesale grocer,4,255,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ca3a4741c6b1:0x10b53538eb9ae154?authuser=-1&hl=en&gl=us,0,1,0,0,0,32256,FL
3Natives,"3Natives, 12216 US-1, North Palm Beach, FL 33408",26.859375,-80.0625,Health food restaurantCafeJuice shopSandwich shop,4,138,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88df2ae30f49289b:0xb50b157a1fc81f00?authuser=-1&hl=en&gl=us,1,0,0,0,0,33408,FL
Ideal Nutrition,"Ideal Nutrition, 480 Hibiscus St Suite 101, West Palm Beach, FL 33401",26.703125,-80.0625,Health food restaurantHealth food storeDelivery Restaurant,4,228,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d63954188ad1:0x51eee79803d39de2?authuser=-1&hl=en&gl=us,1,0,0,0,0,33401,FL
Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 5440 Military Trail Suite #5, Jupiter, FL 33458",26.890625,-80.125,RestaurantJuice shop,4,186,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ded5857b6a4d11:0xd08a9f07bdbc68b4?authuser=-1&hl=en&gl=us,1,0,0,0,0,33458,FL
China Wok,"China Wok, 12123 Lem Turner Rd, Jacksonville, FL 32218",30.453125,-81.6875,Chinese restaurant,4,137,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5a54d0bc1c00f:0xd2fac97e56381b4?authuser=-1&hl=en&gl=us,1,0,0,0,0,32218,FL
Nature's Table Cafe,"Nature's Table Cafe, 111 N Orange Ave, Orlando, FL 32801",28.546875,-81.375,Health food restaurant,4,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77afea7b25875:0x37e4e27032f27b7b?authuser=-1&hl=en&gl=us,1,0,0,0,0,32801,FL
McDonald's,"McDonald's, 1425 NE 163rd St, North Miami Beach, FL 33162",25.921875,-80.1875,Fast food restaurantBreakfast restaurantCoffee shopHamburger restaurantRestaurantSandwich shop,3,158,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9adbb116630e3:0xf638353ac49c407c?authuser=-1&hl=en&gl=us,1,0,0,0,1,33162,FL
Thai One On,"Thai One On, 1111 E Hallandale Beach Blvd, Hallandale Beach, FL 33009",25.984375,-80.125,Thai restaurantAsian restaurantBarDessert shopFamily restaurantDelivery RestaurantTakeout RestaurantSoutheast Asian restaurantSushi restaurantWine bar,4,98,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ac8222a1d375:0x6ede62f6022d30d1?authuser=-1&hl=en&gl=us,1,0,0,0,1,33009,FL
Jimmy John's,"Jimmy John's, 2806 E Bearss Ave, Tampa, FL 33613",28.078125,-82.4375,Sandwich shopCatererFast food restaurantDelivery RestaurantTakeout Restaurant,4,73,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c78314fe2fb1:0x5c0ba89a74cf7665?authuser=-1&hl=en&gl=us,1,0,0,0,0,33613,FL
Thai Cafe,"Thai Cafe, 4511 Manatee Ave W, Bradenton, FL 34209",27.5,-82.625,Thai restaurantTakeout RestaurantRestaurant,4,78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c317c061d1a9f7:0x5c32039adc1e2e0f?authuser=-1&hl=en&gl=us,1,0,0,0,0,34209,FL
Planet Smoothie,"Planet Smoothie, Mem Hwy, 8085 W Irlo Bronson Memorial Hwy #3, Kissimmee, FL 34747",28.34375,-81.625,Juice shopHealth food restaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7dcaa626cd9f:0x19aec0cd4b85deee?authuser=-1&hl=en&gl=us,1,0,0,0,0,34747,FL
Subway,"Subway, 5234 FL-100 #108, Palm Coast, FL 32164",29.46875,-81.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,88,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6936558c2ece3:0x39393ae2b42b0b60?authuser=-1&hl=en&gl=us,1,0,0,0,0,32164,FL
Domino's Pizza,"Domino's Pizza, 1111 15th St, Panama City, FL 32401",30.171875,-85.6875,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,4,253,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938156b1e48603:0x9d00ec4ea419fbec?authuser=-1&hl=en&gl=us,1,0,0,0,0,32401,FL
New Dragon Restaurant,"New Dragon Restaurant, 5902 W 16th Ave, Hialeah, FL 33012",25.875,-80.3125,Chinese restaurantDelivery Restaurant,4,138,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bae405b46019:0xa9de2cdcb9fc865a?authuser=-1&hl=en&gl=us,1,0,0,0,0,33012,FL
The Grove,"The Grove, 187 NE 2nd Ave, Delray Beach, FL 33444",26.46875,-80.0625,American restaurantRestaurant,4,135,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8dfc39d59d46d:0x69eeff788cdb22bd?authuser=-1&hl=en&gl=us,1,0,0,0,0,33444,FL
It's Just Wings,"It's Just Wings, 530 E Merritt Island Causeway, Merritt Island, FL 32952",28.359375,-80.6875,Chicken wings restaurantChicken restaurantRestaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e0a94069582b77:0x792291e8819f805c?authuser=-1&hl=en&gl=us,1,0,0,0,0,32952,FL
Domino's Pizza,"Domino's Pizza, 1514 Immokalee Rd Unit 102, Naples, FL 34110",26.265625,-81.8125,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,4,118,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1eae168531bb:0xb1cbf0ef003ea01e?authuser=-1&hl=en&gl=us,1,0,0,0,0,34110,FL
Papa John's Pizza,"Papa John's Pizza, 4706 Babcock St NE, Palm Bay, FL 32905",28.03125,-80.625,Pizza restaurant,3,208,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de127acdda081d:0x55105cd0082ddba5?authuser=-1&hl=en&gl=us,1,0,0,0,0,32905,FL
